Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
194,10458,species,Black-fronted Nunbird,Monasa nigrifrons,4,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471430,,1
195,3608,species,Silky-tailed Nightjar,Antrostomus sericocaudatus,1,Madidi Jungle Ecolodge,BO-L,23 Sep 2025,L10094773,S275471430,,1
196,15933,species,Screaming Piha,Lipaugus vociferans,1,Madidi Jungle Ecolodge,BO-L,22 Sep 2025,L10094773,S275471150,,1
197,15844,species,Round-tailed Manakin,Ceratopipra chloromeros,1,Madidi Jungle Ecolodge,BO-L,22 Sep 2025,L10094773,S275471150,,1
198,15688,species,Dwarf Tyrant-Manakin,Tyranneutes stolzmanni,1,Madidi Jungle Ecolodge,BO-L,22 Sep 2025,L10094773,S275471150,,1
199,14832,species,Buff-throated Woodcreeper,Xiphorhynchus guttatus,1,Madidi Jungle Ecolodge,BO-L,22 Sep 2025,L10094773,S275471150,,1
200,14033,species,Chestnut-tailed Antbird,Sciaphylax hemimelaena,1,Madidi Jungle Ecolodge,BO-L,22 Sep 2025,L10094773,S275471150,,1
201,13006,species,White-bellied Parrot,Pionites leucogaster,7,Madidi Jungle Ecolodge,BO-L,22 Sep 2025,L10094773,S275471150,,1
202,8879,species,Tawny-bellied Screech-Owl,Megascops watsonii,1,Madidi Jungle Ecolodge,BO-L,22 Sep 2025,L10094773,S275471150,,1
203,33840,species,Giant Cowbird,Molothrus oryzivorus,1,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
204,24127,species,White-banded Swallow,Atticora fasciata,2,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
205,24102,species,Brown-chested Martin,Progne tapera,1,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
206,24066,species,White-winged Swallow,Tachycineta albiventer,2,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
207,17079,species,Drab Water Tyrant,Ochthornis littoralis,1,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
208,13157,species,Red-and-green Macaw,Ara chloropterus,1,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
209,11962,species,Crested Caracara,Caracara plancus,3,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
210,9133,species,Burrowing Owl,Athene cunicularia,1,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
211,7823,species,Lesser Yellow-headed Vulture,Cathartes burrovianus,3,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
212,7762,species,Cocoi Heron,Ardea cocoi,3,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
213,7625,species,Capped Heron,Pilherodius pileatus,3,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
214,6707,species,Large-billed Tern,Phaetusa simplex,1,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
215,6704,species,Yellow-billed Tern,Sternula superciliaris,1,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
216,5823,species,Pied Plover,Hoploxypterus cayanus,1,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
217,399,species,Orinoco Goose,Oressochen jubatus,3,Rio Tuichi,BO-L,22 Sep 2025,L26351746,S275470976,,1
218,14577,species,Slender-billed Miner,Geositta tenuirostris,2,Isla del Sol,BO-L,20 Sep 2025,L866286,S274531526,,1
219,6825,species,Titicaca Grebe,Rollandia microptera,1,Isla del Sol,BO-L,20 Sep 2025,L866286,S274531526,,1
220,33931,species,Yellow-winged Blackbird,Agelasticus thilius,1,Copacabana--Playa,BO-L,20 Sep 2025,L28741771,S274536685,,1
221,32655,species,Black Siskin,Spinus atratus,1,Cerro Calvario-Copacabana,BO-L,17 Sep 2025,L7048052,S273939314,,1
222,35250,species,Blue-backed Conebill,Conirostrum sitticolor,1,Carretera a Manú--Paso Acjanaco a Wayquecha,PE-CUS,12 Sep 2025,L1004822,S273001928,,1
223,15439,species,Puna Thistletail,Asthenes helleri,1,Wayqecha Cloud Forest Biological Station,PE-CUS,12 Sep 2025,L11395995,S273001986,,1
224,4675,species,Chestnut-breasted Coronet,Boissonneaua matthewsii,1,Wayqecha Cloud Forest Biological Station--Canopy Trail,PE-CUS,12 Sep 2025,L4722534,S273001842,,1
225,34839,species,Hooded Mountain Tanager,Buthraupis montana,1,Carretera a Manú--Esperanza,PE-CUS,12 Sep 2025,L621801,S273001784,,1
226,4471,species,Long-tailed Sylph,Aglaiocercus kingii,2,Carretera a Manú--Esperanza,PE-CUS,12 Sep 2025,L621801,S273001784,,1
227,35254,species,Capped Conebill,Conirostrum albifrons,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,12 Sep 2025,L599441,S273001735,,1
228,34904,species,Chestnut-bellied Mountain Tanager,Dubusia castaneoventris,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,12 Sep 2025,L599441,S273001735,,1
229,34708,species,Superciliaried Hemispingus,Thlypopsis superciliaris,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,12 Sep 2025,L599441,S273001735,,1
230,16578,species,White-banded Tyrannulet,Mecocerculus stictopterus,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,12 Sep 2025,L599441,S273001735,,1
231,16029,species,Barred Becard,Pachyramphus versicolor,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,12 Sep 2025,L599441,S273001735,,1
232,4337,species,Green-fronted Lancebill,Doryfera ludovicae,1,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,12 Sep 2025,L599443,S273001684,,1
233,34976,species,Spotted Tanager,Ixothraupis punctata,2,Carretera a Manú--Cock-of-the-Rock Lek,PE-CUS,12 Sep 2025,L3835160,S273001628,,1
234,15708,species,Yungas Manakin,Chiroxiphia boliviana,1,Carretera a Manú--Cock-of-the-Rock Lek,PE-CUS,12 Sep 2025,L3835160,S273001628,,1
235,32847,species,Yellow-throated Chlorospingus,Chlorospingus flavigularis,1,Carretera a Manú--Cock-of-the-Rock Lek,PE-CUS,12 Sep 2025,L3835160,S273001606,,1
236,32052,species,Orange-bellied Euphonia,Euphonia xanthogaster,1,Carretera a Manú--Cock-of-the-Rock Lek,PE-CUS,12 Sep 2025,L3835160,S273001606,,1
237,16305,species,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,1,Carretera a Manú--Cock-of-the-Rock Lek,PE-CUS,12 Sep 2025,L3835160,S273001606,,1
238,31988,species,Blue-naped Chlorophonia,Chlorophonia cyanea,1,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,12 Sep 2025,L1004833,S273001526,,1
239,7921,species,Swallow-tailed Kite,Elanoides forficatus,5,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,12 Sep 2025,L1004833,S273001526,,1
240,35168,species,Purple Honeycreeper,Cyanerpes caeruleus,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001491,,1
241,35152,species,Blue Dacnis,Dacnis cayana,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001491,,1
242,35111,species,Green-and-gold Tanager,Tangara schrankii,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001491,,1
243,35064,species,Paradise Tanager,Tangara chilensis,9,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001491,,1
244,17429,species,Streaked Flycatcher,Myiodynastes maculatus,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001491,,1
245,16505,species,Gray-crowned Flatbill,Tolmomyias poliocephalus,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001491,,1
246,35783,species,Buff-throated Saltator,Saltator maximus,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001450,,1
247,35188,species,Green Honeycreeper,Chlorophanes spiza,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001450,,1
248,35146,species,Yellow-bellied Dacnis,Dacnis flaviventer,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001450,,1
249,34957,species,Palm Tanager,Thraupis palmarum,2,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001450,,1
250,34654,species,Magpie Tanager,Cissopis leverianus,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001450,,1
251,3751,species,Common Potoo,Nyctibius griseus,1,Bambu Lodge,PE-CUS,12 Sep 2025,L8486801,S273001450,,1
252,17379,species,Boat-billed Flycatcher,Megarynchus pitangua,1,Carretera a Manú--Patria (600-900m),PE-CUS,12 Sep 2025,L1004836,S273001408,,1
253,17220,species,Long-tailed Tyrant,Colonia colonus,1,Manu Gallito De Las Rocas Lodge,PE-CUS,12 Sep 2025,L23858040,S273001337,,1
254,16691,species,Mottle-backed Elaenia,Elaenia gigas,1,Manu Gallito De Las Rocas Lodge,PE-CUS,12 Sep 2025,L23858040,S273001337,,1
255,11969,species,Black Caracara,Daptrius ater,2,Manu Gallito De Las Rocas Lodge,PE-CUS,12 Sep 2025,L23858040,S273001337,,1
256,10474,species,Swallow-winged Puffbird,Chelidoptera tenebrosa,2,Manu Gallito De Las Rocas Lodge,PE-CUS,12 Sep 2025,L23858040,S273001337,,1
257,3527,species,Common Pauraque,Nyctidromus albicollis,1,"Auto selected -12.91680, -71.42530",PE-CUS,11 Sep 2025,L52719320,S272835555,,1
258,5031,species,Many-spotted Hummingbird,Taphrospilus hypostictus,2,Jardin de Picaflores y Orquideas Inkamazonia,PE-CUS,11 Sep 2025,L17928987,S272835486,,1
259,4701,species,Gould's Jewelfront,Heliodoxa aurescens,1,Jardin de Picaflores y Orquideas Inkamazonia,PE-CUS,11 Sep 2025,L17928987,S272835486,,1
260,34633,species,Red-capped Cardinal,Paroaria gularis,3,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
261,32019,species,Golden-bellied Euphonia,Euphonia chrysopasta,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
262,17368,species,Great Kiskadee,Pitangus sulphuratus,2,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
263,9891,species,Broad-billed Motmot,Electron platyrhynchum,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
264,7537,species,Rufescent Tiger-Heron,Tigrisoma lineatum,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
265,6898,species,Hoatzin,Opisthocomus hoazin,6,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
266,5638,species,Rufous-sided Crake,Laterallus melanophaius,2,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
267,5515,species,Purple Gallinule,Porphyrio martinica,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
268,5176,species,Sapphire-spangled Emerald,Chionomesa lactea,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
269,5147,species,Golden-tailed Sapphire,Chrysuronia oenone,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
270,4990,species,Fork-tailed Woodnymph,Thalurania furcata,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
271,4947,species,Gray-breasted Sabrewing,Campylopterus largipennis,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
272,4725,species,Long-billed Starthroat,Heliomaster longirostris,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
273,4286,species,Great-billed Hermit,Phaethornis malaris,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
274,4227,species,White-necked Jacobin,Florisuga mellivora,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
275,2360,species,Gray-fronted Dove,Leptotila rufaxilla,2,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
276,962,species,Speckled Chachalaca,Ortalis guttata,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
277,140,species,Gray Tinamou,Tinamus tao,1,Jardín de Colibries y Mirador Pico de Hoz,PE-CUS,11 Sep 2025,L11113747,S272835463,,1
278,3746,species,Great Potoo,Nyctibius grandis,1,"Auto selected -12.91649, -71.43187",PE-CUS,11 Sep 2025,L52719288,S272835419,,1
279,35547,species,Chestnut-bellied Seed-Finch,Sporophila angolensis,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
280,34325,species,Cuzco Warbler,Myiothlypis chrysogaster,2,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
281,34319,species,Two-banded Warbler,Myiothlypis bivittata,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
282,34308,species,Buff-rumped Warbler,Myiothlypis fulvicauda,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
283,33720,species,Orange-backed Troupial,Icterus croconotus,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
284,32069,species,Rufous-bellied Euphonia,Euphonia rufiventris,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
285,17284,species,Dusky-capped Flycatcher,Myiarchus tuberculifer,2,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
286,17227,species,Large-headed Flatbill,Ramphotrigon megacephalum,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
287,16417,species,Black-backed Tody-Flycatcher,Poecilotriccus pulchellus,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
288,16334,species,Flammulated Pygmy-Tyrant,Hemitriccus flammulatus,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
289,16233,species,Sepia-capped Flycatcher,Leptopogon amaurocephalus,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
290,15815,species,Fiery-capped Manakin,Machaeropterus pyrocephalus,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
291,15122,species,Dusky-cheeked Foliage-gleaner,Anabazenops dorsalis,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
292,14683,species,Wedge-billed Woodcreeper,Glyphorynchus spirurus,3,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
293,14613,species,Olivaceous Woodcreeper,Sittasomus griseicapillus,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
294,13817,species,Dot-winged Antwren,Microrhopias quixensis,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
295,13726,species,Stripe-chested Antwren,Myrmotherula longicauda,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
296,13670,species,Bluish-slate Antshrike,Thamnomanes schistogynus,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
297,11089,species,Fine-barred Piculet,Picumnus subtilis,2,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
298,10301,species,Ringed Kingfisher,Megaceryle torquata,1,Reserva Ecologica Guadalupe,PE-CUS,11 Sep 2025,L4575582,S272835328,,1
299,35813,species,Bluish-gray Saltator,Saltator coerulescens,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
300,35582,species,Black-and-white Seedeater,Sporophila luctuosa,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
301,35530,species,Chestnut-bellied Seedeater,Sporophila castaneiventris,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
302,35058,species,Turquoise Tanager,Tangara mexicana,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
303,34933,species,Blue-gray Tanager,Thraupis episcopus,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
304,34810,species,Silver-beaked Tanager,Ramphocelus carbo,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
305,34777,species,White-lined Tanager,Tachyphonus rufus,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
306,33613,species,Russet-backed Oropendola,Psarocolius angustifrons,4,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
307,32960,species,Yellow-browed Sparrow,Ammodramus aurifrons,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
308,28702,species,Black-billed Thrush,Turdus ignobilis,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
309,24116,species,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
310,21231,species,Purplish Jay,Cyanocorax cyanomelas,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
311,17446,species,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
312,17403,species,Gray-capped Flycatcher,Myiozetetes granadensis,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
313,16402,species,Rusty-fronted Tody-Flycatcher,Poecilotriccus latirostris,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
314,16048,species,White-winged Becard,Pachyramphus polychopterus,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
315,15924,species,Plum-throated Cotinga,Cotinga maynana,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
316,14887,species,Red-billed Scythebill,Campylorhamphus trochilirostris,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
317,14062,species,Black-throated Antbird,Myrmophylax atrothorax,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
318,13885,species,Yellow-breasted Warbling-Antbird,Hypocnemis subflava,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
319,13464,species,Great Antshrike,Taraba major,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
320,13449,species,Bamboo Antshrike,Cymbilaimus sanctaemariae,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
321,13205,species,White-eyed Parakeet,Psittacara leucophthalmus,13,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
322,13142,species,Chestnut-fronted Macaw,Ara severus,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
323,13140,species,Blue-and-yellow Macaw,Ara ararauna,14,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
324,13136,species,Red-bellied Macaw,Orthopsittaca manilatus,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
325,13127,species,Dusky-headed Parakeet,Aratinga weddellii,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
326,12933,species,Yellow-crowned Amazon,Amazona ochrocephala,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
327,12889,species,Blue-headed Parrot,Pionus menstruus,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
328,11484,species,Little Woodpecker,Veniliornis passerinus,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
329,11080,species,Rufous-breasted Piculet,Picumnus rufiventris,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
330,10512,species,Bluish-fronted Jacamar,Galbula cyanescens,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
331,9552,species,Blue-crowned Trogon,Trogon curucui,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
332,8430,species,Roadside Hawk,Rupornis magnirostris,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
333,7826,species,Greater Yellow-headed Vulture,Cathartes melambrotus,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
334,3218,species,Common Squirrel-Cuckoo,Piaya cayana,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
335,2268,species,Ruddy Ground Dove,Columbina talpacoti,3,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
336,1940,species,Pale-vented Pigeon,Patagioenas cayennensis,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
337,909,species,Spix's Guan,Penelope jacquacu,1,Reserva Ecologica Guadalupe--Lodge,PE-CUS,11 Sep 2025,L9060485,S272834651,,1
338,3567,species,Ladder-tailed Nightjar,Hydropsalis climacocerca,2,Reserva Ecologica Guadalupe--Lodge,PE-CUS,10 Sep 2025,L9060485,S272834618,,1
339,35137,species,Swallow Tanager,Tersina viridis,1,Carretera a Manú--Manu Endemic Station,PE-CUS,10 Sep 2025,L21112849,S272834553,,1
340,8389,species,Plumbeous Kite,Ictinia plumbea,1,Carretera a Manú--Manu Endemic Station,PE-CUS,10 Sep 2025,L21112849,S272834553,,1
341,11558,species,Crimson-crested Woodpecker,Campephilus melanoleucos,1,Carretera a Manú--Manu Endemic Station,PE-CUS,10 Sep 2025,L21112849,S272834520,,1
342,33624,species,Crested Oropendola,Psarocolius decumanus,1,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,10 Sep 2025,L1004833,S272834483,,1
343,33649,species,Yellow-rumped Cacique,Cacicus cela,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,10 Sep 2025,L599445,S272834456,,1
344,17420,species,Lemon-browed Flycatcher,Conopias cinchoneti,2,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,10 Sep 2025,L599445,S272834456,,1
345,35027,species,Blue-necked Tanager,Stilpnia cyanicollis,1,Carretera a Manú--Cock-of-the-Rock Lek,PE-CUS,10 Sep 2025,L3835160,S272834433,,1
346,21233,species,Green Jay,Cyanocorax yncas,1,Carretera a Manú--Cock-of-the-Rock Lek,PE-CUS,10 Sep 2025,L3835160,S272834433,,1
347,12886,species,Speckle-faced Parrot,Pionus tumultuosus,2,Carretera a Manú--Cock-of-the-Rock Lek,PE-CUS,10 Sep 2025,L3835160,S272834433,,1
348,34360,species,Slate-throated Redstart,Myioborus miniatus,1,Carretera a Manu--El Boque del Tio Victor,PE-CUS,10 Sep 2025,L29427015,S272834393,,1
349,16201,species,Streak-necked Flycatcher,Mionectes striaticollis,1,Carretera a Manu--El Boque del Tio Victor,PE-CUS,10 Sep 2025,L29427015,S272834393,,1
350,15900,species,Andean Cock-of-the-rock,Rupicola peruvianus,1,Carretera a Manu--El Boque del Tio Victor,PE-CUS,10 Sep 2025,L29427015,S272834393,,1
351,14946,species,Montane Woodcreeper,Lepidocolaptes lacrymiger,1,Carretera a Manu--El Boque del Tio Victor,PE-CUS,10 Sep 2025,L29427015,S272834393,,1
352,35102,species,Saffron-crowned Tanager,Tangara xanthocephala,1,Carretera a Manú--Rocotal,PE-CUS,10 Sep 2025,L599435,S272834323,,1
353,35041,species,Beryl-spangled Tanager,Tangara nigroviridis,1,Carretera a Manú--Rocotal,PE-CUS,10 Sep 2025,L599435,S272834323,,1
354,34908,species,Yellow-throated Tanager,Iridosornis analis,1,Carretera a Manú--Rocotal,PE-CUS,10 Sep 2025,L599435,S272834323,,1
355,17312,species,Short-crested Flycatcher,Myiarchus ferox,1,Carretera a Manú--Rocotal,PE-CUS,10 Sep 2025,L599435,S272834323,,1
356,16896,species,Smoke-colored Pewee,Contopus fumigatus,1,Carretera a Manú--Rocotal,PE-CUS,10 Sep 2025,L599435,S272834323,,1
357,16582,species,White-throated Tyrannulet,Mecocerculus leucophrys,2,Carretera a Manú--Rocotal,PE-CUS,10 Sep 2025,L599435,S272834323,,1
358,16248,species,Marble-faced Bristle-Tyrant,Pogonotriccus ophthalmicus,1,Carretera a Manú--Rocotal,PE-CUS,10 Sep 2025,L599435,S272834323,,1
359,34270,species,Three-striped Warbler,Basileuterus tristriatus,1,Carretera a Manú--Rocotal Medio (2000-2200m),PE-CUS,10 Sep 2025,L1004828,S272834299,,1
360,33622,species,Dusky-green Oropendola,Psarocolius atrovirens,1,Carretera a Manú--Rocotal Medio (2000-2200m),PE-CUS,10 Sep 2025,L1004828,S272834299,,1
361,19273,species,Chivi Vireo,Vireo chivi,1,Carretera a Manú--Rocotal Medio (2000-2200m),PE-CUS,10 Sep 2025,L1004828,S272834299,,1
